x	y	network	task
470	328	PPI	Subsampled holdout
509	353	PPI	Subsampled holdout
596	421	PPI	Subsampled holdout
101	67	PPI	Subsampled holdout
868	616	PPI	Subsampled holdout
366	256	PPI	Subsampled holdout
408	301	PPI	Subsampled holdout
308	203	PPI	Subsampled holdout
419	299	PPI	Subsampled holdout
496	355	PPI	Subsampled holdout
605	426	PPI	Subsampled holdout
616	441	PPI	Subsampled holdout
556	394	PPI	Subsampled holdout
284	214	PPI	Subsampled holdout
189	134	PPI	Subsampled holdout
66	49	PPI	Subsampled holdout
401	274	PPI	Subsampled holdout
614	441	PPI	Subsampled holdout
165	106	PPI	Subsampled holdout
527	368	PPI	Subsampled holdout
476	329	PPI	Subsampled holdout
91	63	PPI	Subsampled holdout
357	252	PPI	Subsampled holdout
333	223	PPI	Subsampled holdout
180	125	PPI	Subsampled holdout
218	154	PPI	Subsampled holdout
353	251	PPI	Subsampled holdout
493	342	PPI	Subsampled holdout
334	227	PPI	Subsampled holdout
581	388	PPI	Subsampled holdout
582	402	PPI	Subsampled holdout
77	56	PPI	Subsampled holdout
69	48	PPI	Subsampled holdout
285	197	PPI	Subsampled holdout
132	100	PPI	Subsampled holdout
39	27	PPI	Subsampled holdout
179	122	PPI	Subsampled holdout
664	462	PPI	Subsampled holdout
100	70	PPI	Subsampled holdout
259	187	PPI	Subsampled holdout
230	156	PPI	Subsampled holdout
95	65	PPI	Subsampled holdout
333	244	PPI	Subsampled holdout
569	390	PPI	Subsampled holdout
441	315	PPI	Subsampled holdout
103	73	PPI	Subsampled holdout
126	86	PPI	Subsampled holdout
98	70	PPI	Subsampled holdout
154	111	PPI	Subsampled holdout
268	170	PPI	Subsampled holdout
192	129	PPI	Subsampled holdout
100	65	PPI	Subsampled holdout
119	78	PPI	Subsampled holdout
216	144	PPI	Subsampled holdout
301	206	PPI	Subsampled holdout
301	206	PPI	Subsampled holdout
115	78	PPI	Subsampled holdout
125	90	PPI	Subsampled holdout
417	296	PPI	Subsampled holdout
464	324	PPI	Subsampled holdout
135	98	PPI	Subsampled holdout
373	248	PPI	Subsampled holdout
355	263	PPI	Subsampled holdout
104	75	PPI	Subsampled holdout
248	169	PPI	Subsampled holdout
91	59	PPI	Subsampled holdout
451	301	PPI	Subsampled holdout
472	338	PPI	Subsampled holdout
538	367	PPI	Subsampled holdout
384	238	PPI	Subsampled holdout
265	178	PPI	Subsampled holdout
459	323	PPI	Subsampled holdout
412	289	PPI	Subsampled holdout
156	116	PPI	Subsampled holdout
258	175	PPI	Subsampled holdout
97	69	PPI	Subsampled holdout
162	104	PPI	Subsampled holdout
342	238	PPI	Subsampled holdout
292	208	PPI	Subsampled holdout
376	260	PPI	Subsampled holdout
218	159	PPI	Subsampled holdout
102	72	PPI	Subsampled holdout
321	233	PPI	Subsampled holdout
133	84	PPI	Subsampled holdout
1572	1095	PPI	Subsampled holdout
254	178	PPI	Subsampled holdout
136	87	PPI	Subsampled holdout
550	382	PPI	Subsampled holdout
226	163	PPI	Subsampled holdout
146	97	PPI	Subsampled holdout
133	88	PPI	Subsampled holdout
247	172	PPI	Subsampled holdout
135	99	PPI	Subsampled holdout
240	169	PPI	Subsampled holdout
454	321	PPI	Subsampled holdout
429	294	PPI	Subsampled holdout
421	305	PPI	Subsampled holdout
529	362	PPI	Subsampled holdout
385	265	PPI	Subsampled holdout
520	378	PPI	Subsampled holdout
562	396	PPI	Subsampled holdout
175	122	PPI	Subsampled holdout
335	239	PPI	Subsampled holdout
411	280	PPI	Subsampled holdout
1115	775	PPI	Subsampled holdout
68	49	PPI	Subsampled holdout
91	68	PPI	Subsampled holdout
328	232	PPI	Subsampled holdout
180	123	PPI	Subsampled holdout
178	125	PPI	Subsampled holdout
531	376	PPI	Subsampled holdout
219	151	PPI	Subsampled holdout
103	63	PPI	Subsampled holdout
163	117	PPI	Subsampled holdout
391	269	PPI	Subsampled holdout
238	157	PPI	Subsampled holdout
279	193	PPI	Subsampled holdout
257	183	PPI	Subsampled holdout
104	81	PPI	Subsampled holdout
120	78	PPI	Subsampled holdout
562	401	PPI	Subsampled holdout
115	87	PPI	Subsampled holdout
118	88	PPI	Subsampled holdout
484	332	PPI	Subsampled holdout
432	304	PPI	Subsampled holdout
143	95	PPI	Subsampled holdout
237	164	PPI	Subsampled holdout
777	534	PPI	Subsampled holdout
125	89	PPI	Subsampled holdout
253	175	PPI	Subsampled holdout
251	172	PPI	Subsampled holdout
233	162	PPI	Subsampled holdout
368	255	PPI	Subsampled holdout
247	166	PPI	Subsampled holdout
722	475	PPI	Subsampled holdout
581	394	PPI	Subsampled holdout
635	444	PPI	Subsampled holdout
246	175	PPI	Subsampled holdout
96	71	PPI	Subsampled holdout
226	158	PPI	Subsampled holdout
153	102	PPI	Subsampled holdout
66	43	PPI	Subsampled holdout
172	121	PPI	Subsampled holdout
307	201	PPI	Subsampled holdout
269	197	PPI	Subsampled holdout
126	87	PPI	Subsampled holdout
146	103	PPI	Subsampled holdout
363	245	PPI	Subsampled holdout
481	327	PPI	Subsampled holdout
826	604	PPI	Subsampled holdout
147	100	PPI	Subsampled holdout
384	259	PPI	Subsampled holdout
334	224	PPI	Subsampled holdout
424	294	PPI	Subsampled holdout
228	160	PPI	Subsampled holdout
33	18	PPI	Subsampled holdout
183	120	PPI	Subsampled holdout
180	129	PPI	Subsampled holdout
243	168	PPI	Subsampled holdout
368	277	PPI	Subsampled holdout
356	251	PPI	Subsampled holdout
49	31	PPI	Subsampled holdout
386	263	PPI	Subsampled holdout
573	412	PPI	Subsampled holdout
449	310	PPI	Subsampled holdout
135	94	PPI	Subsampled holdout
289	199	PPI	Subsampled holdout
266	178	PPI	Subsampled holdout
329	235	PPI	Subsampled holdout
375	261	PPI	Subsampled holdout
376	278	PPI	Subsampled holdout
504	359	PPI	Subsampled holdout
418	288	PPI	Subsampled holdout
159	112	PPI	Subsampled holdout
111	76	PPI	Subsampled holdout
142	101	PPI	Subsampled holdout
117	84	PPI	Subsampled holdout
348	248	PPI	Subsampled holdout
215	157	PPI	Subsampled holdout
212	151	PPI	Subsampled holdout
96	64	PPI	Subsampled holdout
58	47	PPI	Subsampled holdout
96	66	PPI	Subsampled holdout
52	35	PPI	Subsampled holdout
43	30	PPI	Subsampled holdout
40	31	PPI	Subsampled holdout
56	39	PPI	Subsampled holdout
134	98	PPI	Subsampled holdout
564	409	PPI	Subsampled holdout
497	345	PPI	Subsampled holdout
209	153	PPI	Subsampled holdout
82	59	PPI	Subsampled holdout
283	191	PPI	Subsampled holdout
316	229	PPI	Subsampled holdout
278	191	PPI	Subsampled holdout
492	346	PPI	Subsampled holdout
282	209	PPI	Subsampled holdout
342	232	PPI	Subsampled holdout
205	139	PPI	Subsampled holdout
138	94	PPI	Subsampled holdout
519	346	PPI	Subsampled holdout
306	210	PPI	Subsampled holdout
283	200	PPI	Subsampled holdout
157	105	PPI	Subsampled holdout
352	230	PPI	Subsampled holdout
121	87	PPI	Subsampled holdout
105	73	PPI	Subsampled holdout
80	59	PPI	Subsampled holdout
350	251	PPI	Subsampled holdout
352	253	PPI	Subsampled holdout
302	219	PPI	Subsampled holdout
160	116	PPI	Subsampled holdout
88	59	PPI	Subsampled holdout
74	53	PPI	Subsampled holdout
65	49	PPI	Subsampled holdout
176	125	PPI	Subsampled holdout
176	117	PPI	Subsampled holdout
636	458	PPI	Subsampled holdout
156	108	PPI	Subsampled holdout
658	439	PPI	Subsampled holdout
111	83	PPI	Subsampled holdout
168	126	PPI	Subsampled holdout
152	99	PPI	Subsampled holdout
610	435	PPI	Subsampled holdout
94	68	PPI	Subsampled holdout
88	58	PPI	Subsampled holdout
444	308	PPI	Subsampled holdout
368	246	PPI	Subsampled holdout
126	76	PPI	Subsampled holdout
74	55	PPI	Subsampled holdout
50	39	PPI	Subsampled holdout
246	170	PPI	Subsampled holdout
411	288	PPI	Subsampled holdout
305	212	PPI	Subsampled holdout
164	118	PPI	Subsampled holdout
576	417	PPI	Subsampled holdout
245	165	PPI	Subsampled holdout
470	328	PPI	Subsampled holdout
373	266	PPI	Subsampled holdout
636	433	PPI	Subsampled holdout
53	33	PPI	Subsampled holdout
667	437	PPI	Subsampled holdout
238	169	PPI	Subsampled holdout
97	61	PPI	Subsampled holdout
91	62	PPI	Subsampled holdout
323	232	PPI	Subsampled holdout
99	67	PPI	Subsampled holdout
338	235	PPI	Subsampled holdout
455	314	PPI	Subsampled holdout
521	369	PPI	Subsampled holdout
513	372	PPI	Subsampled holdout
480	336	PPI	Subsampled holdout
76	51	PPI	Subsampled holdout
226	155	PPI	Subsampled holdout
192	125	PPI	Subsampled holdout
180	122	PPI	Subsampled holdout
90	55	PPI	Subsampled holdout
250	174	PPI	Subsampled holdout
229	170	PPI	Subsampled holdout
152	111	PPI	Subsampled holdout
242	173	PPI	Subsampled holdout
50	37	PPI	Subsampled holdout
103	64	PPI	Subsampled holdout
47	34	PPI	Subsampled holdout
135	95	PPI	Subsampled holdout
125	88	PPI	Subsampled holdout
79	62	PPI	Subsampled holdout
83	58	PPI	Subsampled holdout
399	275	PPI	Subsampled holdout
99	70	PPI	Subsampled holdout
121	82	PPI	Subsampled holdout
116	78	PPI	Subsampled holdout
75	54	PPI	Subsampled holdout
135	105	PPI	Subsampled holdout
86	56	PPI	Subsampled holdout
28	20	PPI	Subsampled holdout
241	162	PPI	Subsampled holdout
146	104	PPI	Subsampled holdout
111	73	PPI	Subsampled holdout
172	122	PPI	Subsampled holdout
186	114	PPI	Subsampled holdout
162	111	PPI	Subsampled holdout
248	180	PPI	Subsampled holdout
190	150	PPI	Subsampled holdout
165	122	PPI	Subsampled holdout
63	41	PPI	Subsampled holdout
393	269	PPI	Subsampled holdout
182	125	PPI	Subsampled holdout
315	228	PPI	Subsampled holdout
364	244	PPI	Subsampled holdout
53	38	PPI	Subsampled holdout
351	234	PPI	Subsampled holdout
200	128	PPI	Subsampled holdout
53	38	PPI	Subsampled holdout
464	302	PPI	Subsampled holdout
592	408	PPI	Subsampled holdout
126	88	PPI	Subsampled holdout
258	175	PPI	Subsampled holdout
99	77	PPI	Subsampled holdout
169	126	PPI	Subsampled holdout
56	34	PPI	Subsampled holdout
330	227	PPI	Subsampled holdout
460	321	PPI	Subsampled holdout
421	290	PPI	Subsampled holdout
453	305	PPI	Subsampled holdout
498	346	PPI	Subsampled holdout
289	199	PPI	Subsampled holdout
409	299	PPI	Subsampled holdout
95	64	PPI	Subsampled holdout
413	295	PPI	Subsampled holdout
341	246	PPI	Subsampled holdout
345	255	PPI	Subsampled holdout
341	241	PPI	Subsampled holdout
164	118	PPI	Subsampled holdout
250	178	PPI	Subsampled holdout
49	33	PPI	Subsampled holdout
37	24	PPI	Subsampled holdout
115	86	PPI	Subsampled holdout
220	151	PPI	Subsampled holdout
284	194	PPI	Subsampled holdout
110	62	PPI	Subsampled holdout
183	134	PPI	Subsampled holdout
126	94	PPI	Subsampled holdout
132	93	PPI	Subsampled holdout
124	81	PPI	Subsampled holdout
222	145	PPI	Subsampled holdout
441	294	PPI	Subsampled holdout
57	40	PPI	Subsampled holdout
41	25	PPI	Subsampled holdout
67	42	PPI	Subsampled holdout
231	173	PPI	Subsampled holdout
567	406	PPI	Subsampled holdout
66	47	PPI	Subsampled holdout
53	33	PPI	Subsampled holdout
159	111	PPI	Subsampled holdout
187	130	PPI	Subsampled holdout
295	205	PPI	Subsampled holdout
321	230	PPI	Subsampled holdout
224	160	PPI	Subsampled holdout
368	263	PPI	Subsampled holdout
409	282	PPI	Subsampled holdout
456	316	PPI	Subsampled holdout
634	438	PPI	Subsampled holdout
681	472	PPI	Subsampled holdout
265	193	PPI	Subsampled holdout
114	79	PPI	Subsampled holdout
96	62	PPI	Subsampled holdout
519	356	PPI	Subsampled holdout
177	128	PPI	Subsampled holdout
34	21	PPI	Subsampled holdout
313	230	PPI	Subsampled holdout
625	460	PPI	Subsampled holdout
285	194	PPI	Subsampled holdout
303	217	PPI	Subsampled holdout
132	94	PPI	Subsampled holdout
131	93	PPI	Subsampled holdout
698	489	PPI	Subsampled holdout
288	210	PPI	Subsampled holdout
295	204	PPI	Subsampled holdout
414	291	PPI	Subsampled holdout
192	134	PPI	Subsampled holdout
378	263	PPI	Subsampled holdout
145	99	PPI	Subsampled holdout
273	211	PPI	Subsampled holdout
140	93	PPI	Subsampled holdout
508	360	PPI	Subsampled holdout
243	172	PPI	Subsampled holdout
222	156	PPI	Subsampled holdout
86	58	PPI	Subsampled holdout
21	18	PPI	Subsampled holdout
117	81	PPI	Subsampled holdout
233	160	PPI	Subsampled holdout
192	128	PPI	Subsampled holdout
665	461	PPI	Subsampled holdout
306	204	PPI	Subsampled holdout
114	74	PPI	Subsampled holdout
203	143	PPI	Subsampled holdout
77	52	PPI	Subsampled holdout
10	9	PPI	Subsampled holdout
83	54	PPI	Subsampled holdout
27	20	PPI	Subsampled holdout
174	122	PPI	Subsampled holdout
13	11	PPI	Subsampled holdout
194	126	PPI	Subsampled holdout
104	74	PPI	Subsampled holdout
168	119	PPI	Subsampled holdout
140	98	PPI	Subsampled holdout
84	67	PPI	Subsampled holdout
105	66	PPI	Subsampled holdout
177	124	PPI	Subsampled holdout
131	85	PPI	Subsampled holdout
47	36	PPI	Subsampled holdout
15	12	PPI	Subsampled holdout
64	44	PPI	Subsampled holdout
77	53	PPI	Subsampled holdout
67	51	PPI	Subsampled holdout
159	108	PPI	Subsampled holdout
62	41	PPI	Subsampled holdout
313	223	PPI	Subsampled holdout
281	199	PPI	Subsampled holdout
396	278	PPI	Subsampled holdout
123	85	PPI	Subsampled holdout
59	38	PPI	Subsampled holdout
69	47	PPI	Subsampled holdout
78	52	PPI	Subsampled holdout
64	47	PPI	Subsampled holdout
28	17	PPI	Subsampled holdout
72	50	PPI	Subsampled holdout
69	50	PPI	Subsampled holdout
69	48	PPI	Subsampled holdout
331	230	PPI	Subsampled holdout
302	215	PPI	Subsampled holdout
1133	791	PPI	Subsampled holdout
418	296	PPI	Subsampled holdout
369	237	PPI	Subsampled holdout
603	426	PPI	Subsampled holdout
919	656	PPI	Subsampled holdout
349	242	PPI	Subsampled holdout
347	245	PPI	Subsampled holdout
448	316	PPI	Subsampled holdout
380	251	PPI	Subsampled holdout
280	199	PPI	Subsampled holdout
617	433	PPI	Subsampled holdout
408	286	PPI	Subsampled holdout
486	340	PPI	Subsampled holdout
444	325	PPI	Subsampled holdout
56	41	PPI	Subsampled holdout
159	111	PPI	Subsampled holdout
404	260	PPI	Subsampled holdout
405	291	PPI	Subsampled holdout
415	280	PPI	Subsampled holdout
201	132	PPI	Subsampled holdout
324	241	PPI	Subsampled holdout
89	58	PPI	Subsampled holdout
348	248	PPI	Subsampled holdout
896	619	PPI	Subsampled holdout
271	182	PPI	Subsampled holdout
365	258	PPI	Subsampled holdout
385	280	PPI	Subsampled holdout
145	100	PPI	Subsampled holdout
774	544	PPI	Subsampled holdout
476	343	PPI	Subsampled holdout
134	101	PPI	Subsampled holdout
346	257	PPI	Subsampled holdout
556	385	PPI	Subsampled holdout
685	492	PPI	Subsampled holdout
409	296	PPI	Subsampled holdout
793	543	PPI	Subsampled holdout
704	512	PPI	Subsampled holdout
281	190	PPI	Subsampled holdout
534	375	PPI	Subsampled holdout
547	378	PPI	Subsampled holdout
415	296	PPI	Subsampled holdout
273	195	PPI	Subsampled holdout
772	532	PPI	Subsampled holdout
471	338	PPI	Subsampled holdout
460	334	PPI	Subsampled holdout
463	311	PPI	Subsampled holdout
397	290	PPI	Subsampled holdout
357	236	PPI	Subsampled holdout
494	338	PPI	Subsampled holdout
542	379	PPI	Subsampled holdout
74	58	PPI	Subsampled holdout
135	90	PPI	Subsampled holdout
648	453	PPI	Subsampled holdout
335	243	PPI	Subsampled holdout
697	484	PPI	Subsampled holdout
459	332	PPI	Subsampled holdout
145	102	PPI	Subsampled holdout
296	211	PPI	Subsampled holdout
576	415	PPI	Subsampled holdout
229	166	PPI	Subsampled holdout
399	277	PPI	Subsampled holdout
593	414	PPI	Subsampled holdout
416	285	PPI	Subsampled holdout
508	339	PPI	Subsampled holdout
389	263	PPI	Subsampled holdout
323	232	PPI	Subsampled holdout
429	304	PPI	Subsampled holdout
454	331	PPI	Subsampled holdout
373	275	PPI	Subsampled holdout
456	324	PPI	Subsampled holdout
594	422	PPI	Subsampled holdout
534	371	PPI	Subsampled holdout
354	264	PPI	Subsampled holdout
70	58	PPI	Subsampled holdout
931	664	PPI	Subsampled holdout
611	429	PPI	Subsampled holdout
555	373	PPI	Subsampled holdout
363	253	PPI	Subsampled holdout
356	252	PPI	Subsampled holdout
254	167	PPI	Subsampled holdout
350	250	PPI	Subsampled holdout
931	641	PPI	Subsampled holdout
364	277	PPI	Subsampled holdout
686	471	PPI	Subsampled holdout
121	84	PPI	Subsampled holdout
134	90	PPI	Subsampled holdout
460	329	PPI	Subsampled holdout
636	434	PPI	Subsampled holdout
889	640	PPI	Subsampled holdout
838	597	PPI	Subsampled holdout
58	43	PPI	Subsampled holdout
749	526	PPI	Subsampled holdout
248	179	PPI	Subsampled holdout
471	346	PPI	Subsampled holdout
655	483	PPI	Subsampled holdout
94	68	PPI	Subsampled holdout
361	271	PPI	Subsampled holdout
67	49	PPI	Subsampled holdout
118	79	PPI	Subsampled holdout
90	58	PPI	Subsampled holdout
131	86	PPI	Subsampled holdout
229	166	PPI	Subsampled holdout
118	83	PPI	Subsampled holdout
186	131	PPI	Subsampled holdout
134	96	PPI	Subsampled holdout
216	153	PPI	Subsampled holdout
88	62	PPI	Subsampled holdout
275	201	PPI	Subsampled holdout
205	141	PPI	Subsampled holdout
620	456	PPI	Subsampled holdout
107	82	PPI	Subsampled holdout
61	44	PPI	Subsampled holdout
163	111	PPI	Subsampled holdout
181	121	PPI	Subsampled holdout
108	78	PPI	Subsampled holdout
28	21	PPI	Subsampled holdout
137	103	PPI	Subsampled holdout
33	22	PPI	Subsampled holdout
104	80	PPI	Subsampled holdout
249	159	PPI	Subsampled holdout
265	180	PPI	Subsampled holdout
41	29	PPI	Subsampled holdout
55	39	PPI	Subsampled holdout
141	96	PPI	Subsampled holdout
245	185	PPI	Subsampled holdout
533	360	PPI	Subsampled holdout
348	242	PPI	Subsampled holdout
198	142	PPI	Subsampled holdout
422	289	PPI	Subsampled holdout
9	6	PPI	Subsampled holdout
403	274	PPI	Subsampled holdout
323	228	PPI	Subsampled holdout
284	209	PPI	Subsampled holdout
432	295	PPI	Subsampled holdout
938	645	PPI	Subsampled holdout
119	77	PPI	Subsampled holdout
343	248	PPI	Subsampled holdout
341	235	PPI	Subsampled holdout
395	269	PPI	Subsampled holdout
645	466	PPI	Subsampled holdout
400	275	PPI	Subsampled holdout
491	340	PPI	Subsampled holdout
55	40	PPI	Subsampled holdout
282	197	PPI	Subsampled holdout
88	63	PPI	Subsampled holdout
332	230	PPI	Subsampled holdout
476	341	PPI	Subsampled holdout
144	107	PPI	Subsampled holdout
248	167	PPI	Subsampled holdout
80	54	PPI	Subsampled holdout
45	27	PPI	Subsampled holdout
153	104	PPI	Subsampled holdout
99	71	PPI	Subsampled holdout
167	122	PPI	Subsampled holdout
76	50	PPI	Subsampled holdout
100	71	PPI	Subsampled holdout
170	123	PPI	Subsampled holdout
408	304	PPI	Subsampled holdout
107	80	PPI	Subsampled holdout
265	195	PPI	Subsampled holdout
133	82	PPI	Subsampled holdout
92	64	PPI	Subsampled holdout
308	215	PPI	Subsampled holdout
94	65	PPI	Subsampled holdout
175	109	PPI	Subsampled holdout
117	72	PPI	Subsampled holdout
616	433	PPI	Subsampled holdout
121	92	PPI	Subsampled holdout
80	61	PPI	Subsampled holdout
164	114	PPI	Subsampled holdout
138	92	PPI	Subsampled holdout
224	175	PPI	Subsampled holdout
190	133	PPI	Subsampled holdout
210	152	PPI	Subsampled holdout
239	168	PPI	Subsampled holdout
157	116	PPI	Subsampled holdout
93	65	PPI	Subsampled holdout
89	61	PPI	Subsampled holdout
225	155	PPI	Subsampled holdout
173	122	PPI	Subsampled holdout
177	118	PPI	Subsampled holdout
101	67	PPI	Subsampled holdout
434	302	PPI	Subsampled holdout
106	82	PPI	Subsampled holdout
73	47	PPI	Subsampled holdout
124	92	PPI	Subsampled holdout
560	398	PPI	Subsampled holdout
51	37	PPI	Subsampled holdout
327	226	PPI	Subsampled holdout
413	291	PPI	Subsampled holdout
399	297	PPI	Subsampled holdout
279	180	PPI	Subsampled holdout
512	353	PPI	Subsampled holdout
995	704	PPI	Subsampled holdout
83	60	PPI	Subsampled holdout
447	311	PPI	Subsampled holdout
81	56	PPI	Subsampled holdout
203	135	PPI	Subsampled holdout
332	242	PPI	Subsampled holdout
80	54	PPI	Subsampled holdout
173	122	PPI	Subsampled holdout
91	65	PPI	Subsampled holdout
286	205	PPI	Subsampled holdout
275	185	PPI	Subsampled holdout
519	371	PPI	Subsampled holdout
470	336	PPI	Subsampled holdout
258	177	PPI	Subsampled holdout
203	153	PPI	Subsampled holdout
219	150	PPI	Subsampled holdout
160	119	PPI	Subsampled holdout
598	414	PPI	Subsampled holdout
300	221	PPI	Subsampled holdout
296	203	PPI	Subsampled holdout
167	126	PPI	Subsampled holdout
652	460	PPI	Subsampled holdout
208	138	PPI	Subsampled holdout
281	189	PPI	Subsampled holdout
153	100	PPI	Subsampled holdout
292	203	PPI	Subsampled holdout
757	517	PPI	Subsampled holdout
186	137	PPI	Subsampled holdout
115	78	PPI	Subsampled holdout
179	128	PPI	Subsampled holdout
187	126	PPI	Subsampled holdout
369	262	PPI	Subsampled holdout
22	15	PPI	Subsampled holdout
33	24	PPI	Subsampled holdout
125	91	PPI	Subsampled holdout
33	23	PPI	Subsampled holdout
616	430	PPI	Subsampled holdout
482	342	PPI	Subsampled holdout
198	134	PPI	Subsampled holdout
43	32	PPI	Subsampled holdout
18	14	PPI	Subsampled holdout
292	208	PPI	Subsampled holdout
30	17	PPI	Subsampled holdout
34	28	PPI	Subsampled holdout
22	17	PPI	Subsampled holdout
19	16	PPI	Subsampled holdout
78	50	PPI	Subsampled holdout
98	69	PPI	Subsampled holdout
315	222	PPI	Subsampled holdout
179	124	PPI	Subsampled holdout
103	75	PPI	Subsampled holdout
197	145	PPI	Subsampled holdout
161	117	PPI	Subsampled holdout
